instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
155,neurips,fabricated,valid,valid,"The reference describes a real paper titled 'Structure-aware video generation with latent diffusion models' authored by Patrick Esser, Robin Rombach, and Björn Ommer, published as an arXiv preprint in 2023 with the identifier arXiv:2303.07332.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Structure-aware video generation with latent diffusion models' authored by Patrick Esser, Robin Rombach, and Björn Ommer, published as an arXiv preprint in 2023 with the identifier arXiv:2303.07332."",
  ""confidence"": ""high""
} ",787,111,0.028078,4.707,1,"[""Structure-aware video generation with latent diffusion models arXiv:2303.07332""]",,False,,
156,s2_real,valid,valid,valid,"The article titled 'Macroeconomic Shocks and Aggregate Welfare in Sub-Saharan African Countries' by E. Ogbeide-Osaretin and V. Ishiwu was published in the 'Izvestiya Journal of the University of Economics - Varna' in 2021. The DOI 10.36997/ijuev2021.65.4.380 corresponds to this publication. The journal, known as 'Izvestiya,' has been published by the University of Economics – Varna since 1957 and transitioned to the title 'Business & Management Compass' in 2024. The provided information is consistent and accurate.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The article titled 'Macroeconomic Shocks and Aggregate Welfare in Sub-Saharan African Countries' by E. Ogbeide-Osaretin and V. Ishiwu was published in the 'Izvestiya Journal of the University of Economics - Varna' in 2021. The DOI 10.36997/ijuev2021.65.4.380 corresponds to this publication. The journal, known as 'Izvestiya,' has been published by the University of Economics – Varna since 1957 and transitioned to the title 'Business & Management Compass' in 2024. The provided information is consistent and accurate."",
  ""confidence"": ""high""
} ",861,182,0.028973,6.521,1,"[""10.36997/ijuev2021.65.4.380""]",,False,,
157,neurips,fabricated,fabricated,fabricated,"A search for the title 'Robotslang: Grounded natural language for multi-robot object search' yielded no results, and the reference lacks specific author names, venue, DOI, and arXiv ID, making it unverifiable.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the title 'Robotslang: Grounded natural language for multi-robot object search' yielded no results, and the reference lacks specific author names, venue, DOI, and arXiv ID, making it unverifiable."",
  ""confidence"": ""high""
} ",759,98,0.027877,3.15,1,"[""Robotslang: Grounded natural language for multi-robot object search""]",,False,,
158,s2_real,valid,valid,valid,"The reference accurately describes the paper titled 'Validation of the binary designation Symbiodinium thermophilum (Dinophyceae)' authored by Benjamin C. C. Hume, Cecilia D’Angelo, Edward G. Smith, Jamie R. Stevens, John A. Burt, and Jörg Wiedenmann, published in the Journal of Phycology in 2018. The DOI 10.1111/jpy.12764 correctly corresponds to this publication. The venue, year, and author list are consistent with the information available in the provided sources.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes the paper titled 'Validation of the binary designation Symbiodinium thermophilum (Dinophyceae)' authored by Benjamin C. C. Hume, Cecilia D’Angelo, Edward G. Smith, Jamie R. Stevens, John A. Burt, and Jörg Wiedenmann, published in the Journal of Phycology in 2018. The DOI 10.1111/jpy.12764 correctly corresponds to this publication. The venue, year, and author list are consistent with the information available in the provided sources."",
  ""confidence"": ""high""
} ",875,180,0.028987,5.476,1,"[""Validation of the binary designation Symbiodinium thermophilum (Dinophyceae) DOI 10.1111/jpy.12764""]",,False,,
159,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Dynamical behavior of non-autonomous fractional stochastic reaction-diffusion equations' authored by Qianqian Bai, J. Shu, Linyan Li, and Hui Li, published in the Journal of Mathematical Analysis and Applications in 2020. The DOI 10.1016/j.jmaa.2019.123833 correctly resolves to this paper, confirming the accuracy of the citation.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Dynamical behavior of non-autonomous fractional stochastic reaction-diffusion equations' authored by Qianqian Bai, J. Shu, Linyan Li, and Hui Li, published in the Journal of Mathematical Analysis and Applications in 2020. The DOI 10.1016/j.jmaa.2019.123833 correctly resolves to this paper, confirming the accuracy of the citation."",
  ""confidence"": ""high""
} ",840,158,0.02868,4.047,1,"[""Dynamical behavior of non-autonomous fractional stochastic reaction-diffusion equations Qianqian Bai DOI 10.1016/j.jmaa.2019.123833""]",,False,,
160,neurips,fabricated,fabricated,fabricated,"The arXiv ID 'arXiv:2305.XXXX' is incomplete and does not correspond to a valid paper. Additionally, a search for the title 'Dsp: Diffusion-based span prediction for masked text modeling' by 'Nuo Lou' yields no results, indicating the paper does not exist.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The arXiv ID 'arXiv:2305.XXXX' is incomplete and does not correspond to a valid paper. Additionally, a search for the title 'Dsp: Diffusion-based span prediction for masked text modeling' by 'Nuo Lou' yields no results, indicating the paper does not exist."",
  ""confidence"": ""high""
} ",778,118,0.028125,7.156,1,"[""Dsp: Diffusion-based span prediction for masked text modeling Nuo Lou arXiv""]",,False,,
161,s2_real,valid,valid,valid,"The reference accurately describes a real paper published in Scientific Reports in 2019. The title, authors, and DOI match the information available in the search results.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes a real paper published in Scientific Reports in 2019. The title, authors, and DOI match the information available in the search results."",
  ""confidence"": ""high""
} ",912,81,0.02809,4.321,1,"[""10.1038/s41598-019-48274-2""]",,False,,
162,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Paraphrase identification using deep contextualized representations' by Asma Issa, George Mohler, and John Johnson in the EMNLP 2018 proceedings yielded no results. Additionally, there is no record of such a paper in the ACL Anthology or other reputable databases. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Paraphrase identification using deep contextualized representations' by Asma Issa, George Mohler, and John Johnson in the EMNLP 2018 proceedings yielded no results. Additionally, there is no record of such a paper in the ACL Anthology or other reputable databases. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",805,134,0.028353,5.637,1,"[""Paraphrase identification using deep contextualized representations Asma Issa, George Mohler, John Johnson EMNLP 2018""]",,False,,
163,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Quantum evaluation and therapeutic activity of (E)-N-(4-methoxyphenyl)-2-(4-(3-oxo-3-phenylprop-1-en-1-yl) phenoxy)acetamide and its modified derivatives against EGFR and VEGFR-2 in the treatment of triple-negative cancer via in silico approach' by authors N. Ipinloju et al., published in the Journal of Molecular Modeling in 2023. The DOI 10.1007/s00894-023-05543-2 correctly resolves to this paper, confirming the accuracy of the citation.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Quantum evaluation and therapeutic activity of (E)-N-(4-methoxyphenyl)-2-(4-(3-oxo-3-phenylprop-1-en-1-yl) phenoxy)acetamide and its modified derivatives against EGFR and VEGFR-2 in the treatment of triple-negative cancer via in silico approach' by authors N. Ipinloju et al., published in the Journal of Molecular Modeling in 2023. The DOI 10.1007/s00894-023-05543-2 correctly resolves to this paper, confirming the accuracy of the citation."",
  ""confidence"": ""high""
} ",1054,179,0.029425,4.909,1,"[""10.1007/s00894-023-05543-2""]",,False,,
164,s2_real,valid,valid,valid,"The paper titled 'A fast-filament eruption observed in the Halpha spectral line. I. Imaging spectroscopy diagnostic' by authors D. Cabezas, Kiyoshi Ichimoto, A. Asai, S. UeNo, S. Morita, Ken Otsuji, and Kazunari Shibata was published in 2024 in Astronomy & Astrophysics. The DOI 10.1051/0004-6361/202450099 corresponds to this paper, confirming its existence and the accuracy of the provided details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The paper titled 'A fast-filament eruption observed in the Halpha spectral line. I. Imaging spectroscopy diagnostic' by authors D. Cabezas, Kiyoshi Ichimoto, A. Asai, S. UeNo, S. Morita, Ken Otsuji, and Kazunari Shibata was published in 2024 in Astronomy & Astrophysics. The DOI 10.1051/0004-6361/202450099 corresponds to this paper, confirming its existence and the accuracy of the provided details."",
  ""confidence"": ""high""
} ",892,179,0.02902,5.94,1,"[""A fast-filament eruption observed in the Halpha spectral line. I. Imaging spectroscopy diagnostic DOI 10.1051/0004-6361/202450099""]",,False,,
165,iclr2026,fabricated,fabricated,fabricated,"The reference provides a DOI (10.18653/v1/2021.emnlp-main.629) that does not correspond to the given title and authors. Instead, the correct DOI for the paper titled 'Key Point Analysis via Contrastive Learning and Extractive Argument Summarization' by Milad Alshomary et al. is 10.18653/v1/2021.argmining-1.19. Additionally, the listed authors and venue do not match the actual publication details.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference provides a DOI (10.18653/v1/2021.emnlp-main.629) that does not correspond to the given title and authors. Instead, the correct DOI for the paper titled 'Key Point Analysis via Contrastive Learning and Extractive Argument Summarization' by Milad Alshomary et al. is 10.18653/v1/2021.argmining-1.19. Additionally, the listed authors and venue do not match the actual publication details."",
  ""confidence"": ""high""
} ",926,168,0.028995,4.6,1,"[""Key point analysis via contrastive learning and extractive argument summarization DOI 10.18653/v1/2021.emnlp-main.629""]",,False,,
166,s2_real,valid,fabricated,fabricated,"The DOI 10.59680/medika.v1i3.475 does not resolve to any existing document, and searches for the title and authors in 'Jurnal Medika Nusantara' yield no results, indicating the paper likely does not exist.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.59680/medika.v1i3.475 does not resolve to any existing document, and searches for the title and authors in 'Jurnal Medika Nusantara' yield no results, indicating the paper likely does not exist."",
  ""confidence"": ""high""
} ",905,101,0.028273,4.11,1,"[""10.59680/medika.v1i3.475""]",,False,,
167,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Counting Solutions of Constraint Satisfiability Problems: Exact Phase Transitions and Approximate Algorithm' by Minghao Yin and Ping Huang, published on arXiv in 2011 with the identifier 1102.4922. The title, authors, year, venue, and arXiv ID are all consistent and accurately describe the existing paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Counting Solutions of Constraint Satisfiability Problems: Exact Phase Transitions and Approximate Algorithm' by Minghao Yin and Ping Huang, published on arXiv in 2011 with the identifier 1102.4922. The title, authors, year, venue, and arXiv ID are all consistent and accurately describe the existing paper."",
  ""confidence"": ""high""
} ",820,140,0.02845,5.355,1,"[""Counting Solutions of Constraint Satisfiability Problems: Exact Phase Transitions and Approximate Algorithm arXiv 1102.4922""]",,False,,
168,iclr2026,fabricated,fabricated,fabricated,"The arXiv ID 2402.16521 corresponds to a different paper titled 'Large Anomalous Hall Effect at Room Temperature in a Fermi-Level-Tuned Kagome Antiferromagnet' by Linxuan Song et al., not 'Safechain: A framework for securely executing complex commands using large language models' by Yixiang Ma et al. This discrepancy indicates that the reference is fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The arXiv ID 2402.16521 corresponds to a different paper titled 'Large Anomalous Hall Effect at Room Temperature in a Fermi-Level-Tuned Kagome Antiferromagnet' by Linxuan Song et al., not 'Safechain: A framework for securely executing complex commands using large language models' by Yixiang Ma et al. This discrepancy indicates that the reference is fabricated."",
  ""confidence"": ""high""
} ",820,128,0.02833,3.562,1,"[""arXiv 2402.16521""]",,False,,
169,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Neuralrgb-d: Neural representations for depth estimation and scene mapping' by authors Z. Zhu, T. Yu, X. Zhang, J. Li, Y. Zhang, and Y. Fu yielded no results. Additionally, there is no record of such a paper being presented at the IEEE Conference on Computer Vision and Pattern Recognition in 2022. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Neuralrgb-d: Neural representations for depth estimation and scene mapping' by authors Z. Zhu, T. Yu, X. Zhang, J. Li, Y. Zhang, and Y. Fu yielded no results. Additionally, there is no record of such a paper being presented at the IEEE Conference on Computer Vision and Pattern Recognition in 2022. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",811,159,0.028618,4.448,1,"[""Neuralrgb-d: Neural representations for depth estimation and scene mapping Z. Zhu, T. Yu, X. Zhang, J. Li, Y. Zhang, Y. Fu""]",,False,,
170,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Structured fast fourier transform attention for vision transformers' by Yoonwoo Lee et al., purportedly presented at NeurIPS 2022, yielded no results. The NeurIPS 2022 proceedings and related publications do not list this paper or its authors. Additionally, no records of this work exist in other reputable sources.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Structured fast fourier transform attention for vision transformers' by Yoonwoo Lee et al., purportedly presented at NeurIPS 2022, yielded no results. The NeurIPS 2022 proceedings and related publications do not list this paper or its authors. Additionally, no records of this work exist in other reputable sources."",
  ""confidence"": ""high""
} ",802,128,0.028285,4.834,1,"[""Structured fast fourier transform attention for vision transformers Yoonwoo Lee NeurIPS 2022""]",,False,,
171,neurips,fabricated,fabricated,fabricated,"The arXiv ID 2305.01747 corresponds to a paper titled 'Expectation Maximization Pseudo Labels' authored by Moucheng Xu, Yukun Zhou, Chen Jin, Marius de Groot, Daniel C. Alexander, Neil P. Oxtoby, Yipeng Hu, and Joseph Jacob. This differs from the provided reference, which lists different authors. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The arXiv ID 2305.01747 corresponds to a paper titled 'Expectation Maximization Pseudo Labels' authored by Moucheng Xu, Yukun Zhou, Chen Jin, Marius de Groot, Daniel C. Alexander, Neil P. Oxtoby, Yipeng Hu, and Joseph Jacob. This differs from the provided reference, which lists different authors. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",847,135,0.028467,5.018,1,"[""Expectation maximization pseudo labels arXiv:2305.01747""]",,False,,
172,neurips,fabricated,fabricated,fabricated,"The reference to 'Adavit: Adaptive tokens for efficient vision transformer' by Raphael Muller, Simon Kornblith, and Geoffrey Hinton in ICML 2021 appears to be fabricated. No record of such a paper exists in the ICML 2021 proceedings. However, a similar paper titled 'A-ViT: Adaptive Tokens for Efficient Vision Transformer' by Hongxu Yin et al. was published at CVPR 2022. The title, authors, and venue do not match, indicating the original reference is incorrect.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference to 'Adavit: Adaptive tokens for efficient vision transformer' by Raphael Muller, Simon Kornblith, and Geoffrey Hinton in ICML 2021 appears to be fabricated. No record of such a paper exists in the ICML 2021 proceedings. However, a similar paper titled 'A-ViT: Adaptive Tokens for Efficient Vision Transformer' by Hongxu Yin et al. was published at CVPR 2022. The title, authors, and venue do not match, indicating the original reference is incorrect."",
  ""confidence"": ""high""
} ",783,168,0.028638,11.982,1,"[""Adavit: Adaptive tokens for efficient vision transformer Raphael Muller, Simon Kornblith, Geoffrey Hinton ICML 2021""]",,False,,
173,s2_real,valid,valid,valid,"The reference is valid. The paper titled ""Prevent or Cure? Dilemmas Facing Economic Governance"" by Iain Begg was published in 2011 as part of the book ""European Economic Governance: Impulses for Crisis Prevention and New Institutions,"" edited by Iain Begg, Ansgar Belke, Sebastian Dullien, Daniela Schwarzer, and Ramūnas Vilpišauskas, and published by Bertelsmann Stiftung.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference is valid. The paper titled \""Prevent or Cure? Dilemmas Facing Economic Governance\"" by Iain Begg was published in 2011 as part of the book \""European Economic Governance: Impulses for Crisis Prevention and New Institutions,\"" edited by Iain Begg, Ansgar Belke, Sebastian Dullien, Daniela Schwarzer, and Ramūnas Vilpišauskas, and published by Bertelsmann Stiftung."",
  ""confidence"": ""high""
} ",769,143,0.028353,5.327,1,"[""Prevent or Cure? Dilemmas Facing Economic Governance I. Begg 2011""]",,False,,
174,s2_real,valid,fabricated,fabricated,"The DOI 10.1523/JNEUROSCI.4403-14.2015 does not correspond to the provided title and author list. Additionally, searches for the title and authors did not yield matching results, indicating the reference is likely fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1523/JNEUROSCI.4403-14.2015 does not correspond to the provided title and author list. Additionally, searches for the title and authors did not yield matching results, indicating the reference is likely fabricated."",
  ""confidence"": ""high""
} ",924,150,0.02881,5.78,1,"[""Induction of Interleukin-1β by Human Immunodeficiency Virus-1 Viral Proteins Leads to Increased Levels of Neuronal Ferritin Heavy Chain, Synaptic Injury, and Deficits in Flexible Attention DOI 10.1523/JNEUROSCI.4403-14.2015""]",,False,,
175,s2_real,valid,fabricated,fabricated,"The DOI 10.1007/978-3-319-13254-9_60 does not correspond to the provided title and authors. Additionally, no evidence of a paper titled 'A Framework for Developing Reliable and Valid Indicators of Students’ Performance in Marketing Courses' by Roobina Ohanian, S. Carley, and Armen Tashchian from 2015 was found.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1007/978-3-319-13254-9_60 does not correspond to the provided title and authors. Additionally, no evidence of a paper titled 'A Framework for Developing Reliable and Valid Indicators of Students’ Performance in Marketing Courses' by Roobina Ohanian, S. Carley, and Armen Tashchian from 2015 was found."",
  ""confidence"": ""high""
} ",828,134,0.02841,5.432,1,"[""10.1007/978-3-319-13254-9_60""]",,False,,
176,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Enhanced Catalytic Activity on the Naphthalene Hydrogenation Reaction over Pt-Pd/Al2O3-CeO2 Catalysts' authored by M.E. Manríquez, M.L. Hernández-Pichardo, M.C. Barrera, R. Ramírez-López, and L.V. Castro, published in 2018 in the Revista Mexicana de Ingeniería Química. The title, authors, and year match the provided information, confirming the paper's existence and accuracy.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Enhanced Catalytic Activity on the Naphthalene Hydrogenation Reaction over Pt-Pd/Al2O3-CeO2 Catalysts' authored by M.E. Manríquez, M.L. Hernández-Pichardo, M.C. Barrera, R. Ramírez-López, and L.V. Castro, published in 2018 in the Revista Mexicana de Ingeniería Química. The title, authors, and year match the provided information, confirming the paper's existence and accuracy."",
  ""confidence"": ""high""
} ",992,238,0.02986,6.029,1,"[""ENHANCED CATALYTIC ACTIVITY ON THE NAPHTHALENE HYDROGENATION REACTION OVER Pt-Pd/Al2O3-CeO2 CATALYSTS ACTIVIDAD CATALÍTICA MEJORADA EN LA REACCIÓN DE HIDROGENACIÓN DE NAFTALENO SOBRE CATALIZADORES DE Pt-Pd / Al2O3-CeO2 M. Manríquez""]",,False,,
177,neurips,fabricated,valid,valid,The paper titled 'Slat: a transformer-based method for simultaneous alignment and clustering of spatial transcriptomics data' by the listed authors was published in Nature Communications in 2023. The volume and article number (14(1):5548) are consistent with the journal's publication format.,high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The paper titled 'Slat: a transformer-based method for simultaneous alignment and clustering of spatial transcriptomics data' by the listed authors was published in Nature Communications in 2023. The volume and article number (14(1):5548) are consistent with the journal's publication format."",
  ""confidence"": ""high""
} ",827,112,0.028188,8.15,1,"[""Slat: a transformer-based method for simultaneous alignment and clustering of spatial transcriptomics data Nature Communications""]",,False,,
178,s2_real,valid,valid,valid,"The reference describes a real paper titled 'AMPK modulates glucose-sensing in insulin-secreting cells by altered phosphotransfer to KATP channels' authored by C. Beall, K. Watterson, R. McCrimmon, and M. Ashford, published in the Journal of Bioenergetics and Biomembranes in 2013. The DOI 10.1007/s10863-013-9509-9 correctly resolves to this paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'AMPK modulates glucose-sensing in insulin-secreting cells by altered phosphotransfer to KATP channels' authored by C. Beall, K. Watterson, R. McCrimmon, and M. Ashford, published in the Journal of Bioenergetics and Biomembranes in 2013. The DOI 10.1007/s10863-013-9509-9 correctly resolves to this paper."",
  ""confidence"": ""high""
} ",887,170,0.028918,5.615,1,"[""AMPK modulates glucose-sensing in insulin-secreting cells by altered phosphotransfer to KATP channels DOI 10.1007/s10863-013-9509-9""]",,False,,
179,s2_real,valid,valid,valid,"The reference describes a real paper titled 'The role of moral behavior in revising initial impression' by M. Brambilla and S. Sacchi, presented at the Annual Meeting of the Society for Personality and Social Psychology in 2020. This information is confirmed by the Bicocca Open Archive.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'The role of moral behavior in revising initial impression' by M. Brambilla and S. Sacchi, presented at the Annual Meeting of the Society for Personality and Social Psychology in 2020. This information is confirmed by the Bicocca Open Archive."",
  ""confidence"": ""high""
} ",782,115,0.028105,4.873,1,"[""The role of moral behavior in revising initial impression M. Brambilla S. Sacchi""]",,False,,
180,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Token-aware adaptive sampling for efficient diffusion models' by Jiuxiang Shi, Zuxuan Wu, and Dahua Lin, purportedly presented at CVPR 2023, yielded no results. Additionally, this title does not appear in the CVPR 2023 proceedings or accepted papers list. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Token-aware adaptive sampling for efficient diffusion models' by Jiuxiang Shi, Zuxuan Wu, and Dahua Lin, purportedly presented at CVPR 2023, yielded no results. Additionally, this title does not appear in the CVPR 2023 proceedings or accepted papers list. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",788,135,0.02832,7.555,1,"[""Token-aware adaptive sampling for efficient diffusion models Jiuxiang Shi Zuxuan Wu Dahua Lin CVPR 2023""]",,False,,
181,s2_real,valid,valid,valid,"The paper titled 'A Better Proof-of-Work Fork Choice Rule' by authors Karl Kreder, Shreekara Shastry, Apostolos Tzinas, S. Vishwanath, and Dionysis Zindros is listed in the IACR Cryptology ePrint Archive as Paper 2024/200. The title, authors, year, and venue match the provided reference. The absence of DOI and arXiv ID is consistent with the ePrint Archive's format. Therefore, the reference is valid.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The paper titled 'A Better Proof-of-Work Fork Choice Rule' by authors Karl Kreder, Shreekara Shastry, Apostolos Tzinas, S. Vishwanath, and Dionysis Zindros is listed in the IACR Cryptology ePrint Archive as Paper 2024/200. The title, authors, year, and venue match the provided reference. The absence of DOI and arXiv ID is consistent with the ePrint Archive's format. Therefore, the reference is valid."",
  ""confidence"": ""high""
} ",857,155,0.028693,3.782,1,"[""A Better Proof-of-Work Fork Choice Rule site:eprint.iacr.org""]",,False,,
182,s2_real,valid,valid,valid,"The reference accurately describes a real paper titled 'Orthodontic aligner therapy outcomes in children with autism spectrum disorder' by authors Stephanie A. Meuffels, Anne Marie Kuijpers-Jagtman, Stephen T.H. Tjoa, and Paola L. Carvajal Monroy. The paper is published in the International Journal of Paediatric Dentistry, volume 35, issue 2, pages 456-467, with an online publication date of August 6, 2024, and a print publication date of March 2025. The DOI 10.1111/ipd.13257 correctly resolves to this paper. The minor discrepancy in the publication year (2024 vs. 2025) is due to the differenc",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes a real paper titled 'Orthodontic aligner therapy outcomes in children with autism spectrum disorder' by authors Stephanie A. Meuffels, Anne Marie Kuijpers-Jagtman, Stephen T.H. Tjoa, and Paola L. Carvajal Monroy. The paper is published in the International Journal of Paediatric Dentistry, volume 35, issue 2, pages 456-467, with an online publication date of August 6, 2024, and a print publication date of March 2025. The DOI 10.1111/ipd.13257 correctly resolves to this paper. The minor discrepancy in the publication year (2024 vs. 2025) is due to the difference between online and print publication dates, which is common in academic publishing."",
  ""confidence"": ""high""
} ",871,212,0.029298,6.509,1,"[""DOI 10.1111/ipd.13257""]",,False,,
183,iclr2026,fabricated,fabricated,fabricated,"A search for the paper titled 'Language as a cognitive tool to imagine goals in curiosity-driven exploration' by Guy Dove in Nature Communications (2022) yielded no results. Additionally, there is no record of such a publication in Nature Communications for that year.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Language as a cognitive tool to imagine goals in curiosity-driven exploration' by Guy Dove in Nature Communications (2022) yielded no results. Additionally, there is no record of such a publication in Nature Communications for that year."",
  ""confidence"": ""high""
} ",759,106,0.027958,6.796,1,"[""Language as a cognitive tool to imagine goals in curiosity-driven exploration Guy Dove Nature Communications 2022""]",,False,,
184,iclr2026,fabricated,fabricated,fabricated,"The reference claims a 2023 publication in Bioinformatics with DOI 10.1093/bioinformatics/btac834, but this DOI corresponds to a 2019 paper titled 'DeepLigand: accurate prediction of MHC class I ligands using peptide embedding' by Haoyang Zeng and David K. Gifford. The title, authors, and publication year in the provided reference do not match the actual details of the paper associated with the given DOI.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference claims a 2023 publication in Bioinformatics with DOI 10.1093/bioinformatics/btac834, but this DOI corresponds to a 2019 paper titled 'DeepLigand: accurate prediction of MHC class I ligands using peptide embedding' by Haoyang Zeng and David K. Gifford. The title, authors, and publication year in the provided reference do not match the actual details of the paper associated with the given DOI."",
  ""confidence"": ""high""
} ",839,161,0.028708,6.781,1,"[""Deepligand: a deep learning framework for peptide-mhc binding prediction DOI 10.1093/bioinformatics/btac834""]",,False,,
185,s2_real,valid,valid,valid,"The reference accurately describes the paper titled 'Examining a Thermodynamic Order Parameter of Protein Folding' by authors S. Chong and S. Ham, published in Scientific Reports in 2018. The DOI 10.1038/s41598-018-25406-8 correctly resolves to this paper. All provided details are consistent and correspond to an existing publication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes the paper titled 'Examining a Thermodynamic Order Parameter of Protein Folding' by authors S. Chong and S. Ham, published in Scientific Reports in 2018. The DOI 10.1038/s41598-018-25406-8 correctly resolves to this paper. All provided details are consistent and correspond to an existing publication."",
  ""confidence"": ""high""
} ",804,134,0.02835,5.214,1,"[""Examining a Thermodynamic Order Parameter of Protein Folding DOI 10.1038/s41598-018-25406-8""]",,False,,
186,s2_real,valid,valid,valid,"The reference accurately describes a real paper titled 'Will Farmers Accept Lower Gross Margins for the Sustainable Cultivation Method of Mixed Cropping? First Insights from Germany' authored by V. Bonke, M. Michels, and O. Musshoff, published in 2021 in the journal Sustainability. The provided DOI (10.3390/SU13041631) correctly resolves to this paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes a real paper titled 'Will Farmers Accept Lower Gross Margins for the Sustainable Cultivation Method of Mixed Cropping? First Insights from Germany' authored by V. Bonke, M. Michels, and O. Musshoff, published in 2021 in the journal Sustainability. The provided DOI (10.3390/SU13041631) correctly resolves to this paper."",
  ""confidence"": ""high""
} ",1691,359,0.057818,10.756,2,"[""Will Farmers Accept Lower Gross Margins for the Sustainable Cultivation Method of Mixed Cropping? First Insights from Germany DOI 10.3390/SU13041631"", ""Will Farmers Accept Lower Gross Margins for the Sustainable Cultivation Method of Mixed Cropping? First Insights from Germany DOI 10.3390/SU13041631""]",,False,,
187,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Complexity of Optimal Tensor Network Contraction Sequences' by authors Jianyu Xu, Wei Li, and Ming Zhao in the Journal of Computational Physics, 2023, yielded no results. Additionally, no records of such a publication exist in the Journal of Computational Physics for that year. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Complexity of Optimal Tensor Network Contraction Sequences' by authors Jianyu Xu, Wei Li, and Ming Zhao in the Journal of Computational Physics, 2023, yielded no results. Additionally, no records of such a publication exist in the Journal of Computational Physics for that year. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",770,133,0.028255,5.062,1,"[""Complexity of Optimal Tensor Network Contraction Sequences Jianyu Xu Wei Li Ming Zhao Journal of Computational Physics 2023""]",,False,,
